sheet,cell,formula_or_literal,resolved_value
Day 3 - Match 12,H71,"=IF(AND(ISNUMBER(H70),ISNUMBER(H76)),IF(H70<H76, +G71+1, (IF(H70>H76, +G71-1, +G71))),"" "")",-1
Day 3 - Match 12,I71,"=IF(AND(ISNUMBER(I70),ISNUMBER(I76)),IF(I70<I76, +H71+1, (IF(I70>I76, +H71-1, +H71))),"" "")",-1
Day 3 - Match 12,J71,"=IF(AND(ISNUMBER(J70),ISNUMBER(J76)),IF(J70<J76, +I71+1, (IF(J70>J76, +I71-1, +I71))),"" "")",-1
Day 3 - Match 12,K71,"=IF(ISNUMBER(J71),IF(F71>4,""Wins "" & F71 & "" & 4"",IF(G71>3,""Wins "" & G71 & "" & 3"",IF(H71>2,""Wins "" & H71 & "" & 2"",IF(I71>1,""Wins "" & I71 & "" & 1"",IF(J71>J77,""Wins "" & J71 & "" Up"",IF(J71<J77,""Loss"",""Tie"")))))),"" "")",Loss
Day 3 - Match 12,A73,=A20,John
Day 3 - Match 12,B73,=B20,0
Day 3 - Match 12,C73,=C20,0
Day 3 - Match 12,D73,=D20,0
Day 3 - Match 12,E73,=E20,0
Day 3 - Match 12,F73,=F20,0
Day 3 - Match 12,G73,=G20,0
Day 3 - Match 12,H73,=H20,0
Day 3 - Match 12,I73,=I20,0
Day 3 - Match 12,J73,=J20,0
Day 3 - Match 12,K73,=SUM(B73:J73),0
Day 3 - Match 12,A74,=A21,7
Day 3 - Match 12,B74,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(B$4,$B$4:$J$4,1))<=($A74-$A68),1,0),"""")",0
Day 3 - Match 12,C74,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(C$4,$B$4:$J$4,1))<=($A74-$A68),1,0),"""")",0
Day 3 - Match 12,D74,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(D$4,$B$4:$J$4,1))<=($A74-$A68),1,0),"""")",0
Day 3 - Match 12,E74,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(E$4,$B$4:$J$4,1))<=($A74-$A68),1,0),"""")",1
Day 3 - Match 12,F74,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(F$4,$B$4:$J$4,1))<=($A74-$A68),1,0),"""")",0
Day 3 - Match 12,G74,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(G$4,$B$4:$J$4,1))<=($A74-$A68),1,0),"""")",0
Day 3 - Match 12,H74,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(H$4,$B$4:$J$4,1))<=($A74-$A68),1,0),"""")",0
Day 3 - Match 12,I74,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(I$4,$B$4:$J$4,1))<=($A74-$A68),1,0),"""")",0
Day 3 - Match 12,J74,"=IF(AND(ISNUMBER($A68),ISNUMBER($A74)),IF((RANK(J$4,$B$4:$J$4,1))<=($A74-$A68),1,0),"""")",0
Day 3 - Match 12,K74,=SUM(B74:J74),1
Day 3 - Match 12,A75,"=IF((A74-A68)>9,(A74-A68-9),0)",0
Day 3 - Match 12,B75,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(B$4,$B$4:$J$4,1))<=($A75-$A69),1,0),"""")",0
Day 3 - Match 12,C75,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(C$4,$B$4:$J$4,1))<=($A75-$A69),1,0),"""")",0
Day 3 - Match 12,D75,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(D$4,$B$4:$J$4,1))<=($A75-$A69),1,0),"""")",0
Day 3 - Match 12,E75,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(E$4,$B$4:$J$4,1))<=($A75-$A69),1,0),"""")",0
Day 3 - Match 12,F75,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(F$4,$B$4:$J$4,1))<=($A75-$A69),1,0),"""")",0
Day 3 - Match 12,G75,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(G$4,$B$4:$J$4,1))<=($A75-$A69),1,0),"""")",0
Day 3 - Match 12,H75,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(H$4,$B$4:$J$4,1))<=($A75-$A69),1,0),"""")",0
Day 3 - Match 12,I75,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(I$4,$B$4:$J$4,1))<=($A75-$A69),1,0),"""")",0
Day 3 - Match 12,J75,"=IF(AND(ISNUMBER($A69),ISNUMBER($A75)),IF((RANK(J$4,$B$4:$J$4,1))<=($A75-$A69),1,0),"""")",0
Day 3 - Match 12,K75,=SUM(B75:J75),0
Day 3 - Match 12,B76,"=IF(AND(ISNUMBER(B73),ISNUMBER(B74)),B73-B74-B75,"" "")",0
Day 3 - Match 12,C76,"=IF(AND(ISNUMBER(C73),ISNUMBER(C74)),C73-C74-C75,"" "")",0
Day 3 - Match 12,D76,"=IF(AND(ISNUMBER(D73),ISNUMBER(D74)),D73-D74-D75,"" "")",0
Day 3 - Match 12,E76,"=IF(AND(ISNUMBER(E73),ISNUMBER(E74)),E73-E74-E75,"" "")",-1
Day 3 - Match 12,F76,"=IF(AND(ISNUMBER(F73),ISNUMBER(F74)),F73-F74-F75,"" "")",0
Day 3 - Match 12,G76,"=IF(AND(ISNUMBER(G73),ISNUMBER(G74)),G73-G74-G75,"" "")",0
Day 3 - Match 12,H76,"=IF(AND(ISNUMBER(H73),ISNUMBER(H74)),H73-H74-H75,"" "")",0
Day 3 - Match 12,I76,"=IF(AND(ISNUMBER(I73),ISNUMBER(I74)),I73-I74-I75,"" "")",0
Day 3 - Match 12,J76,"=IF(AND(ISNUMBER(J73),ISNUMBER(J74)),J73-J74-J75,"" "")",0
Day 3 - Match 12,K76,"=IF(ISNUMBER(FIND(""Wins"",K77)), $N$1, IF(ISNUMBER(FIND(""Tie"",K77)), $N$2, $N$3))",2
Day 3 - Match 12,B77,"=IF(AND(ISNUMBER(B70),ISNUMBER(B76)),IF(B76<B70, 0+1, (IF(B76>B70, 0-1, 0))),"" "")",0
Day 3 - Match 12,C77,"=IF(AND(ISNUMBER(C70),ISNUMBER(C76)),IF(C76<C70, +B77+1, (IF(C76>C70, +B77-1, +B77))),"" "")",0
Day 3 - Match 12,D77,"=IF(AND(ISNUMBER(D70),ISNUMBER(D76)),IF(D76<D70, +C77+1, (IF(D76>D70, +C77-1, +C77))),"" "")",0
Day 3 - Match 12,E77,"=IF(AND(ISNUMBER(E70),ISNUMBER(E76)),IF(E76<E70, +D77+1, (IF(E76>E70, +D77-1, +D77))),"" "")",1
Day 3 - Match 12,F77,"=IF(AND(ISNUMBER(F70),ISNUMBER(F76)),IF(F76<F70, +E77+1, (IF(F76>F70, +E77-1, +E77))),"" "")",1
Day 3 - Match 12,G77,"=IF(AND(ISNUMBER(G70),ISNUMBER(G76)),IF(G76<G70, +F77+1, (IF(G76>G70, +F77-1, +F77))),"" "")",1
Day 3 - Match 12,H77,"=IF(AND(ISNUMBER(H70),ISNUMBER(H76)),IF(H76<H70, +G77+1, (IF(H76>H70, +G77-1, +G77))),"" "")",1
Day 3 - Match 12,I77,"=IF(AND(ISNUMBER(I70),ISNUMBER(I76)),IF(I76<I70, +H77+1, (IF(I76>I70, +H77-1, +H77))),"" "")",1
Day 3 - Match 12,J77,"=IF(AND(ISNUMBER(J70),ISNUMBER(J76)),IF(J76<J70, +I77+1, (IF(J76>J70, +I77-1, +I77))),"" "")",1
Day 3 - Match 12,K77,"=IF(ISNUMBER(J77),IF(F77>4,""Wins "" & F77 & "" & 4"",IF(G77>3,""Wins "" & G77 & "" & 3"",IF(H77>2,""Wins "" & H77 & "" & 2"",IF(I77>1,""Wins "" & I77 & "" & 1"",IF(J77>J71,""Wins "" & J77 & "" Up"",IF(J77<J71,""Loss"",""Tie"")))))),"" "")",Wins 1 Up
Day 3 - Match 12,A79,Match 4,Match 4
Day 3 - Match 12,A80,=A18,Tommy
Day 3 - Match 12,B80,=B18,0
Day 3 - Match 12,C80,=C18,0
Day 3 - Match 12,D80,=D18,0
Day 3 - Match 12,E80,=E18,0
Day 3 - Match 12,F80,=F18,0
Day 3 - Match 12,G80,=G18,0
Day 3 - Match 12,H80,=H18,0
Day 3 - Match 12,I80,=I18,0
Day 3 - Match 12,J80,=J18,0
Day 3 - Match 12,K80,=SUM(B80:J80),0
Day 3 - Match 12,A81,=A19,5
Day 3 - Match 12,B81,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(B$4,$B$4:$J$4,1))<=($A81-$A87),1,0),"""")",0
Day 3 - Match 12,C81,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(C$4,$B$4:$J$4,1))<=($A81-$A87),1,0),"""")",0
Day 3 - Match 12,D81,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(D$4,$B$4:$J$4,1))<=($A81-$A87),1,0),"""")",0
Day 3 - Match 12,E81,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(E$4,$B$4:$J$4,1))<=($A81-$A87),1,0),"""")",0
Day 3 - Match 12,F81,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(F$4,$B$4:$J$4,1))<=($A81-$A87),1,0),"""")",0
Day 3 - Match 12,G81,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(G$4,$B$4:$J$4,1))<=($A81-$A87),1,0),"""")",0
Day 3 - Match 12,H81,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(H$4,$B$4:$J$4,1))<=($A81-$A87),1,0),"""")",0
Day 3 - Match 12,I81,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(I$4,$B$4:$J$4,1))<=($A81-$A87),1,0),"""")",0
Day 3 - Match 12,J81,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(J$4,$B$4:$J$4,1))<=($A81-$A87),1,0),"""")",0
Day 3 - Match 12,K81,=SUM(B81:J81),0
Day 3 - Match 12,A82,"=IF((A81-A87)>9,(A81-A87-9),0)",0
Day 3 - Match 12,B82,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(B$4,$B$4:$J$4,1))<=($A82-$A88),1,0),"""")",0
Day 3 - Match 12,C82,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(C$4,$B$4:$J$4,1))<=($A82-$A88),1,0),"""")",0
Day 3 - Match 12,D82,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(D$4,$B$4:$J$4,1))<=($A82-$A88),1,0),"""")",0
Day 3 - Match 12,E82,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(E$4,$B$4:$J$4,1))<=($A82-$A88),1,0),"""")",0
Day 3 - Match 12,F82,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(F$4,$B$4:$J$4,1))<=($A82-$A88),1,0),"""")",0
Day 3 - Match 12,G82,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(G$4,$B$4:$J$4,1))<=($A82-$A88),1,0),"""")",0
Day 3 - Match 12,H82,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(H$4,$B$4:$J$4,1))<=($A82-$A88),1,0),"""")",0
Day 3 - Match 12,I82,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(I$4,$B$4:$J$4,1))<=($A82-$A88),1,0),"""")",0
Day 3 - Match 12,J82,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(J$4,$B$4:$J$4,1))<=($A82-$A88),1,0),"""")",0
Day 3 - Match 12,K82,=SUM(B82:J82),0
Day 3 - Match 12,B83,"=IF(AND(ISNUMBER(B80),ISNUMBER(B81)),B80-B81-B82,"" "")",0
Day 3 - Match 12,C83,"=IF(AND(ISNUMBER(C80),ISNUMBER(C81)),C80-C81-C82,"" "")",0
Day 3 - Match 12,D83,"=IF(AND(ISNUMBER(D80),ISNUMBER(D81)),D80-D81-D82,"" "")",0
Day 3 - Match 12,E83,"=IF(AND(ISNUMBER(E80),ISNUMBER(E81)),E80-E81-E82,"" "")",0
Day 3 - Match 12,F83,"=IF(AND(ISNUMBER(F80),ISNUMBER(F81)),F80-F81-F82,"" "")",0
Day 3 - Match 12,G83,"=IF(AND(ISNUMBER(G80),ISNUMBER(G81)),G80-G81-G82,"" "")",0
Day 3 - Match 12,H83,"=IF(AND(ISNUMBER(H80),ISNUMBER(H81)),H80-H81-H82,"" "")",0
Day 3 - Match 12,I83,"=IF(AND(ISNUMBER(I80),ISNUMBER(I81)),I80-I81-I82,"" "")",0
Day 3 - Match 12,J83,"=IF(AND(ISNUMBER(J80),ISNUMBER(J81)),J80-J81-J82,"" "")",0
Day 3 - Match 12,K83,"=IF(ISNUMBER(FIND(""Wins"",K84)), $N$1, IF(ISNUMBER(FIND(""Tie"",K84)), $N$2, $N$3))",0
Day 3 - Match 12,B84,"=IF(AND(ISNUMBER(B83),ISNUMBER(B89)),IF(B83<B89, 0+1, (IF(B83>B89, 0-1, 0))),"" "")",-1
Day 3 - Match 12,C84,"=IF(AND(ISNUMBER(C83),ISNUMBER(C89)),IF(C83<C89, +B84+1, (IF(C83>C89, +B84-1, +B84))),"" "")",-2
Day 3 - Match 12,D84,"=IF(AND(ISNUMBER(D83),ISNUMBER(D89)),IF(D83<D89, +C84+1, (IF(D83>D89, +C84-1, +C84))),"" "")",-3
Day 3 - Match 12,E84,"=IF(AND(ISNUMBER(E83),ISNUMBER(E89)),IF(E83<E89, +D84+1, (IF(E83>E89, +D84-1, +D84))),"" "")",-4
Day 3 - Match 12,F84,"=IF(AND(ISNUMBER(F83),ISNUMBER(F89)),IF(F83<F89, +E84+1, (IF(F83>F89, +E84-1, +E84))),"" "")",-5
Day 3 - Match 12,G84,"=IF(AND(ISNUMBER(G83),ISNUMBER(G89)),IF(G83<G89, +F84+1, (IF(G83>G89, +F84-1, +F84))),"" "")",-6
Day 3 - Match 12,H84,"=IF(AND(ISNUMBER(H83),ISNUMBER(H89)),IF(H83<H89, +G84+1, (IF(H83>H89, +G84-1, +G84))),"" "")",-7
Day 3 - Match 12,I84,"=IF(AND(ISNUMBER(I83),ISNUMBER(I89)),IF(I83<I89, +H84+1, (IF(I83>I89, +H84-1, +H84))),"" "")",-7
Day 3 - Match 12,J84,"=IF(AND(ISNUMBER(J83),ISNUMBER(J89)),IF(J83<J89, +I84+1, (IF(J83>J89, +I84-1, +I84))),"" "")",-8
Day 3 - Match 12,K84,"=IF(ISNUMBER(J84),IF(F84>4,""Wins "" & F84 & "" & 4"",IF(G84>3,""Wins "" & G84 & "" & 3"",IF(H84>2,""Wins "" & H84 & "" & 2"",IF(I84>1,""Wins "" & I84 & "" & 1"",IF(J84>J90,""Wins "" & J84 & "" Up"",IF(J84<J90,""Loss"",""Tie"")))))),"" "")",Loss
Day 3 - Match 12,A86,=A16,Bob
Day 3 - Match 12,B86,=B16,0
Day 3 - Match 12,C86,=C16,0
Day 3 - Match 12,D86,=D16,0
Day 3 - Match 12,E86,=E16,0
Day 3 - Match 12,F86,=F16,0
Day 3 - Match 12,G86,=G16,0
Day 3 - Match 12,H86,=H16,0
Day 3 - Match 12,I86,=I16,0
Day 3 - Match 12,J86,=J16,0
Day 3 - Match 12,K86,=SUM(B86:J86),0
Day 3 - Match 12,A87,=A17,13
Day 3 - Match 12,B87,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(B$4,$B$4:$J$4,1))<=($A87-$A81),1,0),"""")",1
Day 3 - Match 12,C87,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(C$4,$B$4:$J$4,1))<=($A87-$A81),1,0),"""")",1
Day 3 - Match 12,D87,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(D$4,$B$4:$J$4,1))<=($A87-$A81),1,0),"""")",1
Day 3 - Match 12,E87,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(E$4,$B$4:$J$4,1))<=($A87-$A81),1,0),"""")",1
Day 3 - Match 12,F87,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(F$4,$B$4:$J$4,1))<=($A87-$A81),1,0),"""")",1
Day 3 - Match 12,G87,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(G$4,$B$4:$J$4,1))<=($A87-$A81),1,0),"""")",1
Day 3 - Match 12,H87,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(H$4,$B$4:$J$4,1))<=($A87-$A81),1,0),"""")",1
Day 3 - Match 12,I87,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(I$4,$B$4:$J$4,1))<=($A87-$A81),1,0),"""")",0
Day 3 - Match 12,J87,"=IF(AND(ISNUMBER($A81),ISNUMBER($A87)),IF((RANK(J$4,$B$4:$J$4,1))<=($A87-$A81),1,0),"""")",1
Day 3 - Match 12,K87,=SUM(B87:J87),8
Day 3 - Match 12,A88,"=IF((A87-A81)>9,(A87-A81-9),0)",0
Day 3 - Match 12,B88,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(B$4,$B$4:$J$4,1))<=($A88-$A82),1,0),"""")",0
Day 3 - Match 12,C88,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(C$4,$B$4:$J$4,1))<=($A88-$A82),1,0),"""")",0
Day 3 - Match 12,D88,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(D$4,$B$4:$J$4,1))<=($A88-$A82),1,0),"""")",0
Day 3 - Match 12,E88,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(E$4,$B$4:$J$4,1))<=($A88-$A82),1,0),"""")",0
Day 3 - Match 12,F88,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(F$4,$B$4:$J$4,1))<=($A88-$A82),1,0),"""")",0
Day 3 - Match 12,G88,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(G$4,$B$4:$J$4,1))<=($A88-$A82),1,0),"""")",0
Day 3 - Match 12,H88,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(H$4,$B$4:$J$4,1))<=($A88-$A82),1,0),"""")",0
Day 3 - Match 12,I88,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(I$4,$B$4:$J$4,1))<=($A88-$A82),1,0),"""")",0
Day 3 - Match 12,J88,"=IF(AND(ISNUMBER($A82),ISNUMBER($A88)),IF((RANK(J$4,$B$4:$J$4,1))<=($A88-$A82),1,0),"""")",0
Day 3 - Match 12,K88,=SUM(B88:J88),0
Day 3 - Match 12,B89,"=IF(AND(ISNUMBER(B86),ISNUMBER(B87)),B86-B87-B88,"" "")",-1
Day 3 - Match 12,C89,"=IF(AND(ISNUMBER(C86),ISNUMBER(C87)),C86-C87-C88,"" "")",-1
Day 3 - Match 12,D89,"=IF(AND(ISNUMBER(D86),ISNUMBER(D87)),D86-D87-D88,"" "")",-1
Day 3 - Match 12,E89,"=IF(AND(ISNUMBER(E86),ISNUMBER(E87)),E86-E87-E88,"" "")",-1
Day 3 - Match 12,F89,"=IF(AND(ISNUMBER(F86),ISNUMBER(F87)),F86-F87-F88,"" "")",-1
Day 3 - Match 12,G89,"=IF(AND(ISNUMBER(G86),ISNUMBER(G87)),G86-G87-G88,"" "")",-1
Day 3 - Match 12,H89,"=IF(AND(ISNUMBER(H86),ISNUMBER(H87)),H86-H87-H88,"" "")",-1
Day 3 - Match 12,I89,"=IF(AND(ISNUMBER(I86),ISNUMBER(I87)),I86-I87-I88,"" "")",0
Day 3 - Match 12,J89,"=IF(AND(ISNUMBER(J86),ISNUMBER(J87)),J86-J87-J88,"" "")",-1
Day 3 - Match 12,K89,"=IF(ISNUMBER(FIND(""Wins"",K90)), $N$1, IF(ISNUMBER(FIND(""Tie"",K90)), $N$2, $N$3))",2
Day 3 - Match 12,B90,"=IF(AND(ISNUMBER(B83),ISNUMBER(B89)),IF(B89<B83, 0+1, (IF(B89>B83, 0-1, 0))),"" "")",1
Day 3 - Match 12,C90,"=IF(AND(ISNUMBER(C83),ISNUMBER(C89)),IF(C89<C83, +B90+1, (IF(C89>C83, +B90-1, +B90))),"" "")",2
Day 3 - Match 12,D90,"=IF(AND(ISNUMBER(D83),ISNUMBER(D89)),IF(D89<D83, +C90+1, (IF(D89>D83, +C90-1, +C90))),"" "")",3
Day 3 - Match 12,E90,"=IF(AND(ISNUMBER(E83),ISNUMBER(E89)),IF(E89<E83, +D90+1, (IF(E89>E83, +D90-1, +D90))),"" "")",4
Day 3 - Match 12,F90,"=IF(AND(ISNUMBER(F83),ISNUMBER(F89)),IF(F89<F83, +E90+1, (IF(F89>F83, +E90-1, +E90))),"" "")",5
Day 3 - Match 12,G90,"=IF(AND(ISNUMBER(G83),ISNUMBER(G89)),IF(G89<G83, +F90+1, (IF(G89>G83, +F90-1, +F90))),"" "")",6
Day 3 - Match 12,H90,"=IF(AND(ISNUMBER(H83),ISNUMBER(H89)),IF(H89<H83, +G90+1, (IF(H89>H83, +G90-1, +G90))),"" "")",7
Day 3 - Match 12,I90,"=IF(AND(ISNUMBER(I83),ISNUMBER(I89)),IF(I89<I83, +H90+1, (IF(I89>I83, +H90-1, +H90))),"" "")",7
Day 3 - Match 12,J90,"=IF(AND(ISNUMBER(J83),ISNUMBER(J89)),IF(J89<J83, +I90+1, (IF(J89>J83, +I90-1, +I90))),"" "")",8
Day 3 - Match 12,K90,"=IF(ISNUMBER(J90),IF(F90>4,""Wins "" & F90 & "" & 4"",IF(G90>3,""Wins "" & G90 & "" & 3"",IF(H90>2,""Wins "" & H90 & "" & 2"",IF(I90>1,""Wins "" & I90 & "" & 1"",IF(J90>J84,""Wins "" & J90 & "" Up"",IF(J90<J84,""Loss"",""Tie"")))))),"" "")",Wins 5 & 4
Day 3 - Match 12,A92,Match 5,Match 5
Day 3 - Match 12,A93,=A22,Manny
Day 3 - Match 12,B93,=B22,0
Day 3 - Match 12,C93,=C22,0
Day 3 - Match 12,D93,=D22,0
Day 3 - Match 12,E93,=E22,0
Day 3 - Match 12,F93,=F22,0
Day 3 - Match 12,G93,=G22,0
Day 3 - Match 12,H93,=H22,0
Day 3 - Match 12,I93,=I22,0
Day 3 - Match 12,J93,=J22,0
Day 3 - Match 12,K93,=SUM(B93:J93),0
Day 3 - Match 12,A94,=A23,13
Day 3 - Match 12,B94,"=IF(AND(ISNUMBER($A94),ISNUMBER($A100)),IF((RANK(B$4,$B$4:$J$4,1))<=($A94-$A100),1,0),"""")",1
Day 3 - Match 12,C94,"=IF(AND(ISNUMBER($A94),ISNUMBER($A100)),IF((RANK(C$4,$B$4:$J$4,1))<=($A94-$A100),1,0),"""")",1
Day 3 - Match 12,D94,"=IF(AND(ISNUMBER($A94),ISNUMBER($A100)),IF((RANK(D$4,$B$4:$J$4,1))<=($A94-$A100),1,0),"""")",1
Day 3 - Match 12,E94,"=IF(AND(ISNUMBER($A94),ISNUMBER($A100)),IF((RANK(E$4,$B$4:$J$4,1))<=($A94-$A100),1,0),"""")",1
Day 3 - Match 12,F94,"=IF(AND(ISNUMBER($A94),ISNUMBER($A100)),IF((RANK(F$4,$B$4:$J$4,1))<=($A94-$A100),1,0),"""")",1
Day 3 - Match 12,G94,"=IF(AND(ISNUMBER($A94),ISNUMBER($A100)),IF((RANK(G$4,$B$4:$J$4,1))<=($A94-$A100),1,0),"""")",1
Day 3 - Match 12,H94,"=IF(AND(ISNUMBER($A94),ISNUMBER($A100)),IF((RANK(H$4,$B$4:$J$4,1))<=($A94-$A100),1,0),"""")",0
Day 3 - Match 12,I94,"=IF(AND(ISNUMBER($A94),ISNUMBER($A100)),IF((RANK(I$4,$B$4:$J$4,1))<=($A94-$A100),1,0),"""")",0
Day 3 - Match 12,J94,"=IF(AND(ISNUMBER($A94),ISNUMBER($A100)),IF((RANK(J$4,$B$4:$J$4,1))<=($A94-$A100),1,0),"""")",1
Day 3 - Match 12,K94,=SUM(B94:J94),7
Day 3 - Match 12,A95,"=IF((A94-A100)>9,(A94-A100-9),0)",0
Day 3 - Match 12,B95,"=IF(AND(ISNUMBER($A95),ISNUMBER($A101)),IF((RANK(B$4,$B$4:$J$4,1))<=($A95-$A101),1,0),"""")",0
Day 3 - Match 12,C95,"=IF(AND(ISNUMBER($A95),ISNUMBER($A101)),IF((RANK(C$4,$B$4:$J$4,1))<=($A95-$A101),1,0),"""")",0
Day 3 - Match 12,D95,"=IF(AND(ISNUMBER($A95),ISNUMBER($A101)),IF((RANK(D$4,$B$4:$J$4,1))<=($A95-$A101),1,0),"""")",0
Day 3 - Match 12,E95,"=IF(AND(ISNUMBER($A95),ISNUMBER($A101)),IF((RANK(E$4,$B$4:$J$4,1))<=($A95-$A101),1,0),"""")",0
Day 3 - Match 12,F95,"=IF(AND(ISNUMBER($A95),ISNUMBER($A101)),IF((RANK(F$4,$B$4:$J$4,1))<=($A95-$A101),1,0),"""")",0
Day 3 - Match 12,G95,"=IF(AND(ISNUMBER($A95),ISNUMBER($A101)),IF((RANK(G$4,$B$4:$J$4,1))<=($A95-$A101),1,0),"""")",0
Day 3 - Match 12,H95,"=IF(AND(ISNUMBER($A95),ISNUMBER($A101)),IF((RANK(H$4,$B$4:$J$4,1))<=($A95-$A101),1,0),"""")",0
Day 3 - Match 12,I95,"=IF(AND(ISNUMBER($A95),ISNUMBER($A101)),IF((RANK(I$4,$B$4:$J$4,1))<=($A95-$A101),1,0),"""")",0
Day 3 - Match 12,J95,"=IF(AND(ISNUMBER($A95),ISNUMBER($A101)),IF((RANK(J$4,$B$4:$J$4,1))<=($A95-$A101),1,0),"""")",0
Day 3 - Match 12,K95,=SUM(B95:J95),0
Day 3 - Match 12,B96,"=IF(AND(ISNUMBER(B93),ISNUMBER(B94)),B93-B94-B95,"" "")",-1
Day 3 - Match 12,C96,"=IF(AND(ISNUMBER(C93),ISNUMBER(C94)),C93-C94-C95,"" "")",-1
Day 3 - Match 12,D96,"=IF(AND(ISNUMBER(D93),ISNUMBER(D94)),D93-D94-D95,"" "")",-1
Day 3 - Match 12,E96,"=IF(AND(ISNUMBER(E93),ISNUMBER(E94)),E93-E94-E95,"" "")",-1
Day 3 - Match 12,F96,"=IF(AND(ISNUMBER(F93),ISNUMBER(F94)),F93-F94-F95,"" "")",-1
Day 3 - Match 12,G96,"=IF(AND(ISNUMBER(G93),ISNUMBER(G94)),G93-G94-G95,"" "")",-1
Day 3 - Match 12,H96,"=IF(AND(ISNUMBER(H93),ISNUMBER(H94)),H93-H94-H95,"" "")",0
Day 3 - Match 12,I96,"=IF(AND(ISNUMBER(I93),ISNUMBER(I94)),I93-I94-I95,"" "")",0
Day 3 - Match 12,J96,"=IF(AND(ISNUMBER(J93),ISNUMBER(J94)),J93-J94-J95,"" "")",-1
Day 3 - Match 12,K96,"=IF(ISNUMBER(FIND(""Wins"",K97)), $N$1, IF(ISNUMBER(FIND(""Tie"",K97)), $N$2, $N$3))",2
Day 3 - Match 12,B97,"=IF(AND(ISNUMBER(B96),ISNUMBER(B102)),IF(B96<B102, 0+1, (IF(B96>B102, 0-1, 0))),"" "")",1
Day 3 - Match 12,C97,"=IF(AND(ISNUMBER(C96),ISNUMBER(C102)),IF(C96<C102, +B97+1, (IF(C96>C102, +B97-1, +B97))),"" "")",2
